32.5023452695,31.7070058466,
53.4268040333,68.7775959816,
61.5303580256,62.5623822979,
47.4756396348,71.5466322336,`
59.8132078695,87.2309251337,
55.1421884139,78.2115182708,
52.2117966922,79.6419730498,
39.2995666943,59.1714893219,
48.1050416918,75.3312422971,
52.5500144427,71.3008798869,
45.419730145,55.165677146,
54.3516348812,82.4788467575,
44.1640494968,62.0089232457,
58.1684707169,75.392870426,
56.7272080571,81.4361921589,
48.9558885661,60.7236024407,
44.6871962315,82.8925037315,
60.2973268513,97.3798968622,
45.618643773,48.8471533174,
38.8168175374,56.8772131863,
66.1898166068,83.8785646646,
65.4160517451,118.5912173025,
47.4812086079,57.2518194623,
41.5756426175,51.3917440798,
51.8451869056,75.3806516653,
59.3708220111,74.7655640322,
57.3100034383,95.4550529226,
63.6155612515,95.2293660176,
46.737619408,79.0524061696,
50.5567601485,83.4320714213,
52.2239960856,63.3587903175,
35.5678300477,41.4128853037,
42.4364769441,76.6173412801,
58.1645401102,96.7695664261,
57.5044476153,74.0841301166,
45.4405307253,66.5881444142,
61.8962226803,77.7684824178,
33.0938317362,50.7195889123,
36.4360095114,62.1245708181,
37.6756548609,60.8102466499,
44.5556083833,52.6829833664,
43.3182826319,58.5698247177,
50.0731456323,82.9059814851,
43.8706126452,61.4247098043,
62.9974807476,115.2441528008,
32.6690437635,45.5705888234,
40.1668990087,54.0840547962,
53.5750775317,87.9944527581,
33.8642149718,52.7254943759,
64.7071386661,93.5761186927,
38.1198240268,80.1662754474,
44.5025380646,65.1017115706,
40.5995383846,65.5623012604,
41.7206763563,65.2808869208,
51.0886346783,73.4346415463,
55.0780959049,71.1397278586,
41.3777265349,79.1028296835,
62.4946974273,86.5205384403,
49.2038875408,84.7426978078,
41.1026851873,59.3588502486,
41.1820161052,61.6840375248,
50.1863894949,69.8476041582,
52.3784462192,86.0982912058,
50.1354854863,59.1088392677,
33.6447060062,69.8996816436,
39.5579012229,44.8624907112,
56.1303888169,85.4980677788,
57.3620521332,95.5366868465,
60.269214394,70.2519344198,
35.6780938894,52.7217349648,
31.5881169981,50.3926701351,
53.6609322617,63.6423987757,
46.6822286495,72.2472510687,
43.1078202191,57.8125129762,
70.346075615,104.2571015854,
44.4928558809,86.6420203188,
57.5045333033,91.4867780001,
36.9300766092,55.2316608862,
55.8057333579,79.5504366785,
38.9547690734,44.8471242425,
56.9012147022,80.2075231397,
56.8689006614,83.142749792,
34.3331247042,55.7234892605,
59.0497412147,77.6341825117,
57.7882239932,99.0514148417,
54.282328706,79.1206462747,
51.088719899,69.5888978511,
50.2828363482,69.5105033115,
44.2117417521,73.6875643183,
38.0054880081,61.3669045372,
32.9404799426,67.170655769,
53.6916395711,85.668203145,
68.7657342696,114.8538712339,
46.2309664983,90.12357207,
68.3193608183,97.9198210352,
50.0301743403,81.536990783,
49.2397653428,72.1118324696,
50.0395759399,85.2320073423,
48.149858891,66.2249578881,
25.1284846478,53.4543942149,
